2001003	0616	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001003/g08.2001003.0616
2001004	0316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001004/g08.2001004.0316
2001008	2016	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001008/g08.2001008.2016
2001009	1916	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001009/g08.2001009.1916
2001009	2016	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001009/g08.2001009.2016
2001011	2216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001011/g08.2001011.2216
2001019	1816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001019/g08.2001019.1816
2001029	1216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001029/g08.2001029.1216
2001031	0616	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001031/g08.2001031.0616
2001034	0216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001034/g08.2001034.0216
2001034	0316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001034/g08.2001034.0316
2001034	0916	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001034/g08.2001034.0916
2001036	0716	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001036/g08.2001036.0716
2001039	1316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001039/g08.2001039.1316
2001039	2316	38852	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001039/g08.2001039.2316
2001040	1016	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001040/g08.2001040.1016
2001040	1816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001040/g08.2001040.1816
2001042	1616	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001042/g08.2001042.1616
2001043	1516	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001043/g08.2001043.1516
2001046	1216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001046/g08.2001046.1216
2001046	1516	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001046/g08.2001046.1516
2001048	0816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001048/g08.2001048.0816
2001049	0216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001049/g08.2001049.0216
2001054	0816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001054/g08.2001054.0816
2001058	2316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001058/g08.2001058.2316
2001059	1916	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001059/g08.2001059.1916
2001060	1016	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001060/g08.2001060.1016
2001065	2016	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001065/g08.2001065.2016
2001067	2016	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001067/g08.2001067.2016
2001068	0216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001068/g08.2001068.0216
2001068	1816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001068/g08.2001068.1816
2001070	1216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001070/g08.2001070.1216
2001070	2016	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001070/g08.2001070.2016
2001072	0116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001072/g08.2001072.0116
2001074	0116	38852	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001074/g08.2001074.0116
2001075	0116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001075/g08.2001075.0116
2001076	1816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001076/g08.2001076.1816
2001077	1616	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001077/g08.2001077.1616
2001078	1816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001078/g08.2001078.1816
2001080	1816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001080/g08.2001080.1816
2001083	0316	38852	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001083/g08.2001083.0316
2001083	1516	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001083/g08.2001083.1516
2001084	1916	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001084/g08.2001084.1916
2001085	0116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001085/g08.2001085.0116
2001085	1516	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001085/g08.2001085.1516
2001086	0116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001086/g08.2001086.0116
2001086	1616	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001086/g08.2001086.1616
2001086	1716	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001086/g08.2001086.1716
2001086	2316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001086/g08.2001086.2316
2001087	2116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001087/g08.2001087.2116
2001087	2316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001087/g08.2001087.2316
2001088	0316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001088/g08.2001088.0316
2001088	1516	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001088/g08.2001088.1516
2001089	0116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001089/g08.2001089.0116
2001091	1616	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001091/g08.2001091.1616
2001091	1816	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001091/g08.2001091.1816
2001092	0016	38852	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001092/g08.2001092.0016
2001092	1316	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001092/g08.2001092.1316
2001092	1716	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001092/g08.2001092.1716
2001093	0116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001093/g08.2001093.0116
2001093	0716	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001093/g08.2001093.0716
2001093	1716	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001093/g08.2001093.1716
2001093	1916	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001093/g08.2001093.1916
2001093	2116	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001093/g08.2001093.2116
2001093	2216	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001093/g08.2001093.2216
2001094	1416	56931	/JOSS/DATA/RAW/SATELLITE/GOES/G08/4KM/2001/2001094/g08.2001094.1416
